abandon оставить
abate|уменьшаться
droop|свисать
drown|тонуть
drug|наркотик
drum|барабан
dublin|дублин
duchess|герцогиня
duck|утка
due|причитающийся
duke|герцог
dull|тупой
dungeon|подземелье
dusk|сумерки
dusty|пыльный
dye|краситель
eager|жаждущий
eagle|орел
earn|зарабатывать
earnest|серьезный
ease|простота
eastern|восточный
eastward|на восток
eater|едок
edward|Эдвард
egg|яйцо
elbow|локоть
elder|старший
electric|электрический
element|элемент
eleven|одиннадцать
elsewhere|в другом месте
embarrass|смущать
embrace|обнимать
emerge|появляться
emotion|эмоция
employ|нанимать
encounter|встреча
encourage|поощрять
endless|бесконечный
endure|терпеть
energy|энергия
engage|привлекать
engine|двигатель
england|англия
english|английский
enormous|огромный
entertain|развлекать
entity|сущность
envelope|конверт
equal|равный
equipment|оборудование
ere|эре
ernest|Эрнест
errand|поручение
establish|учреждать
estate|имущество
eventual|в конечном итоге
everywhere|повсюду
evidence|доказательство
example|пример
exceeding|превышающий
excellent|отличный
exchange|обмен
excitement|возбуждение
exclaim|воскликнуть
exercise|упражнение
exhaust|выхлоп
exist|существовать
existence|существование
expedition|экспедиция
expensive|дорогой
experiment|эксперимент
explanation|объяснение
explode|взорваться
explore|исследовать
explosion|взрыв
expose|разоблачать
extend|продлевать
extent|степень
extra|дополнительный
extraordinary|необычайный
eyebrow|бровь
faith|вера
faithful|верный
false|ложный
famous|известный
fan|веер
fang|клык
fantastic|фантастический
farewell|прощание
farm|ферма
farmer|фермер
farther|дальше
fascinate|очаровывать
fasten|закрепить
faster|быстрее
fate|судьба
fault|вина
favour|услуга
favourite|любимый
fearful|страшный
feast|праздник
feather|перо
feature|особенность
feeble|слабый
feeling|чувство
